Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
13-05-2022,Molly Jordan,Nicole Montgomery,Nissan,Altima,2014,43179,0.1236335804941241,5338.37
15-04-2023,Laura Vega,Felicia Smith,Ford,F-150,2014,48184,0.055673377,2682.57
08-09-2022,Loretta Reyes,Daniel Murphy,Honda,Civic,2020,40138,0.077605292,3114.92
17-09-2022,Karen Reese,Robert King,Ford,F-150,2014,14284,0.1140006967451358,1628.39
27-09-2022,Stephen Mcgrath,Philip Anderson,Chevrolet,Silverado,2014,10064,0.073256507,737.25
16-11-2022,Billy Sanders,Sabrina May,Chevrolet,Silverado,2012,23485,0.1306844720622851,3069.12
06-05-2022,Melissa Nash,Lawrence Rice,Chevrolet,Silverado,2016,43907,0.068788601,3020.3
30-03-2023,Alvin Bates,Joseph Green,Toyota,Corolla,2019,39142,0.054090028,2117.19
22-05-2022,Michael Johnston,Ricky Smith,Ford,F-150,2022,19264,0.06396334,1232.19
19-07-2022,Jennifer Harris,Dana Bowman,Chevrolet,Silverado,2014,10904,0.095995998,1046.74
29-08-2022,Sierra Orozco,Dr. Nathaniel Frost Jr.,Toyota,Corolla,2010,31835,0.073652581,2344.73
31-01-2023,Christopher Collins,Hector Harris,Chevrolet,Silverado,2010,10954,0.1222101410533487,1338.69
12-06-2022,Scott Sanchez,Mrs. Annette Barnes MD,Honda,Civic,2013,17367,0.055973501,972.09
17-03-2023,Samuel Good,Michael Ware,Toyota,Corolla,2010,43019,0.099544469,4282.3
27-07-2022,Darin Torres,Kathleen Taylor,Ford,F-150,2021,31006,0.073407548,2276.07
25-06-2022,Ryan Hart,Gregory Vang,Nissan,Altima,2011,37502,0.068507731,2569.18
01-05-2023,Patrick Lee,Ricardo Wade,Ford,F-150,2018,45915,0.1209837531959404,5554.97
30-10-2022,Brenda Brown,Wayne Colon,Toyota,Corolla,2014,32685,0.1080498741338593,3531.61
26-08-2022,Chloe Mills,Andrew Rivera,Chevrolet,Silverado,2011,47698,0.1290093539430757,6153.49
27-08-2022,Scott Wagner,Taylor Murphy,Ford,F-150,2018,25996,0.1279935809113649,3327.32
06-05-2022,Destiny Garcia,Debbie Scott,Toyota,Corolla,2022,22518,0.089224585,2009.16
04-10-2022,Monica Choi,Charles Anderson,Nissan,Altima,2014,28746,0.1430113700941609,4111.0
19-07-2022,Michael Carter DDS,Francisco Green,Chevrolet,Silverado,2019,19317,0.1245323557886631,2405.59
12-01-2023,Tina Rivera,Shannon Morris,Ford,F-150,2018,17322,0.1135053763453094,1966.14
14-03-2023,Erica Simpson,Ryan Smith,Chevrolet,Silverado,2012,16028,0.1341543448648382,2150.23
01-02-2023,Rachel Thomas,Kenneth Conley,Chevrolet,Silverado,2014,36566,0.074578105,2727.02
11-07-2022,Alicia Cline,Carlos Reilly,Toyota,Corolla,2017,15015,0.1109926290777994,1666.55
20-11-2022,Bryan Clements,Todd Pearson,Ford,F-150,2019,27913,0.06361682,1775.74
31-10-2022,Claudia Lambert,Karen Gallegos,Nissan,Altima,2017,28263,0.1135203191922315,3208.42
23-10-2022,Christine Skinner,Blake Mcdaniel,Chevrolet,Silverado,2016,29991,0.1076963654117973,3229.92
31-08-2022,Julie Spence,Ms. Brandy Robinson,Ford,F-150,2011,32352,0.059388109,1921.32
22-10-2022,Amanda Bass,Tanya Smith,Nissan,Altima,2014,35251,0.1444420147963359,5091.73
20-06-2022,Amy Torres,Katrina Black,Honda,Civic,2018,14352,0.084518304,1213.01
23-10-2022,Cynthia Green DDS,Andrea Newman,Toyota,Corolla,2016,47051,0.1420922541032928,6685.58
30-10-2022,Nicholas Jones,Mary Moore,Toyota,Corolla,2013,37195,0.092703435,3448.1
22-08-2022,Juan Stanley,Ronald Nolan,Toyota,Corolla,2016,13226,0.055439406,733.24
24-05-2022,Philip Watts,Audrey Aguilar,Ford,F-150,2015,39074,0.075490629,2949.72
04-01-2023,Larry Blake,Jenna Brown,Chevrolet,Silverado,2017,19480,0.1229337079610277,2394.75
06-12-2022,Tara Martin,Holly Henry,Honda,Civic,2017,18386,0.058080799,1067.87
28-06-2022,Donna Koch,Michael Stephens,Toyota,Corolla,2019,37139,0.1225590769250961,4551.72
17-04-2023,Laura Guzman,Charles Mcdonald,Chevrolet,Silverado,2022,44571,0.1197468017967119,5337.23
24-03-2023,Debra Wise,Clayton Cain,Toyota,Corolla,2021,32074,0.072450421,2323.77
13-08-2022,Shawn James,Michelle Tate,Nissan,Altima,2022,44979,0.126094512801442,5671.61
12-10-2022,David King,Vanessa Jacobs,Toyota,Corolla,2012,48927,0.1456810720423731,7127.74
02-04-2023,Michael Huang,John Ritter,Toyota,Corolla,2017,27534,0.1400554863549745,3856.29
24-03-2023,Jennifer Meza,Sean Boone,Toyota,Corolla,2022,40377,0.1146790024854364,4630.39
11-11-2022,Sarah Long,Elizabeth Vaughan,Chevrolet,Silverado,2016,48481,0.093846827,4549.79
07-07-2022,Patricia Moore,Laurie Mckenzie,Toyota,Corolla,2010,13071,0.1020970213799578,1334.51
25-04-2023,Jeanne Trevino,Juan Brown,Honda,Civic,2021,47828,0.1235002163061575,5906.77
24-02-2023,Christopher Wright,Carrie Hodges,Toyota,Corolla,2015,35398,0.1131584497761909,4005.58
13-07-2022,Tanya Benitez,Rebecca Deleon,Chevrolet,Silverado,2010,26783,0.1029905185920486,2758.4
04-05-2022,Max Swanson,Joseph Reyes,Nissan,Altima,2012,38736,0.0500670588125155,1939.4
25-05-2022,Luis Wright,Brenda Tran,Toyota,Corolla,2018,22649,0.1113363399981521,2521.66
13-08-2022,Madeline Bass,Barbara Gordon,Toyota,Corolla,2015,45230,0.1249522456913319,5651.59
20-12-2022,Timothy Christensen,Scott Cruz,Chevrolet,Silverado,2019,30567,0.077520849,2369.58
02-06-2022,Walter Hardy,Lauren Smith,Honda,Civic,2014,22754,0.1273045417640515,2896.69
16-03-2023,Diana Hudson,Mr. Donald Ramirez MD,Ford,F-150,2019,46205,0.068641934,3171.6
15-08-2022,Joshua Brown,Harry Knox,Nissan,Altima,2016,13226,0.07832385,1035.91
28-06-2022,Daniel Freeman,Jillian Thomas,Honda,Civic,2019,28210,0.1370208620623096,3865.36
14-03-2023,Juan Carney,Courtney Walker,Ford,F-150,2015,28427,0.141975680741816,4035.94
03-01-2023,Eric Garcia,Luis Holt,Honda,Civic,2022,26539,0.0587711928481127,1559.73
25-09-2022,Stephanie Jones,Kimberly Carr,Ford,F-150,2011,40492,0.1244013740890359,5037.26
14-12-2022,Gary Smith,Cody York,Honda,Civic,2014,27374,0.1488256482141081,4073.95
01-07-2022,Amanda Pierce,Frank Edwards,Honda,Civic,2018,12629,0.1160802378627519,1465.98
03-01-2023,Dr. Lawrence Gates,Julie Jenkins,Chevrolet,Silverado,2019,44090,0.068056244,3000.6
29-09-2022,Mr. Michael Orr,Michelle Thomas,Honda,Civic,2021,13755,0.1145461634464177,1575.58
22-10-2022,David Blake,Stephanie Jones,Chevrolet,Silverado,2012,27847,0.1372117187431891,3820.93
01-04-2023,Lisa Jenkins,Rhonda Dominguez,Honda,Civic,2011,42824,0.087768855,3758.61
04-08-2022,Andrea Wall,Victor Mccarthy,Honda,Civic,2016,13649,0.053324911,727.83
14-12-2022,Robert Watson,Andre Jackson,Chevrolet,Silverado,2015,38185,0.0612061223790457,2337.16
15-04-2023,Daniel Elliott,Kelly Carrillo,Chevrolet,Silverado,2017,43559,0.114801810511103,5000.65
22-06-2022,Rebecca Taylor,Mike Butler,Ford,F-150,2022,12905,0.1154177605177128,1489.47
08-08-2022,Juan Marsh,Sara Holland,Nissan,Altima,2010,28800,0.1384028777854476,3986.0
01-05-2022,Scott Gutierrez,Lori Shaffer,Chevrolet,Silverado,2020,32393,0.088826022,2877.34
08-09-2022,Michael Robinson,Amanda Taylor,Honda,Civic,2018,34961,0.075246022,2630.68
27-10-2022,Danielle Bennett,Cody Leon,Nissan,Altima,2015,46740,0.1207344009842489,5643.13
03-09-2022,Steven Rose,Ryan Cannon,Ford,F-150,2021,28241,0.090369599,2552.13
05-03-2023,Sandra Randall,Bobby Maldonado,Ford,F-150,2015,41214,0.050159039,2067.25
23-06-2022,Meghan Andrews,Tami Boyd,Toyota,Corolla,2019,45610,0.085274016,3889.35
15-09-2022,Edward Rivers,Sean Scott,Honda,Civic,2020,17467,0.104027919,1817.06
27-01-2023,Dr. Daniel Cox,Kelly Davis,Ford,F-150,2018,47915,0.1199676811094493,5748.25
08-03-2023,Dakota Smith,Denise Ruiz,Chevrolet,Silverado,2014,48217,0.118860923932115,5731.12
15-06-2022,Mr. Joseph Perez,Jamie Marshall,Toyota,Corolla,2019,48158,0.082034546,3950.62
28-10-2022,Jerry Cervantes,Kristin Horton,Ford,F-150,2017,18120,0.1070742778868927,1940.19
08-09-2022,Matthew Brown,Lauren Cross,Toyota,Corolla,2017,48931,0.117039472661771,5726.86
01-09-2022,Hector Campbell,Bradley Fernandez,Toyota,Corolla,2010,23385,0.094162515,2201.99
24-08-2022,James Blair,Jonathan Fitzgerald,Nissan,Altima,2013,24553,0.06577218,1614.9
02-07-2022,Megan Adams,Amanda Gonzales,Ford,F-150,2011,44088,0.1061882947812492,4681.63
22-02-2023,Mario Johnson PhD,David Mcneil,Toyota,Corolla,2017,26139,0.1086893998043194,2841.03
09-04-2023,Jesus Owens,Wesley Meyer,Honda,Civic,2017,33518,0.1142125709534411,3828.18
28-10-2022,Mr. James Gonzales,Rebecca Leon,Honda,Civic,2016,28316,0.070879579,2007.03
20-05-2022,Joseph Hurst,Kenneth Young,Honda,Civic,2016,26581,0.1102293037064567,2930.01
03-10-2022,Edward Stewart,Anthony Scott,Ford,F-150,2017,14607,0.1099776320786725,1606.44
19-02-2023,Suzanne Gallegos,Alex Thomas,Toyota,Corolla,2016,42371,0.082465192,3494.13
02-01-2023,Sheryl Anderson,Logan Hayden,Toyota,Corolla,2012,27022,0.075649289,2044.2
05-07-2022,Julie Gonzalez,Patrick Sanders,Ford,F-150,2018,11743,0.1056771273784084,1240.97
29-03-2023,Daniel Henderson,Kathleen Sanders,Ford,F-150,2012,11338,0.1485004099514045,1683.7
22-05-2022,Andrew Le,Melissa Moore,Chevrolet,Silverado,2014,39240,0.1000203627003099,3924.8
13-10-2022,Darren Gregory,Laura Skinner,Honda,Civic,2022,34287,0.065156861,2234.03
12-05-2022,Cathy Colon,Andrew Jackson,Toyota,Corolla,2022,47698,0.072211284,3444.33
25-07-2022,David Lee,Heidi Johnson,Ford,F-150,2014,47272,0.09693197,4582.17
06-07-2022,Jocelyn Smith,Erika Ferguson,Ford,F-150,2018,33003,0.1434259585384449,4733.49
17-12-2022,Paula Hale,Samuel Lewis,Ford,F-150,2013,19723,0.089773873,1770.61
12-03-2023,Eric Young,Mrs. Danielle Mendoza MD,Ford,F-150,2010,19900,0.1066603831459941,2122.54
22-01-2023,Nathan Williams,Jeffrey Rogers,Toyota,Corolla,2021,23353,0.1394818512685477,3257.32
19-05-2022,Richard Horn,Andrew Randolph,Ford,F-150,2015,19980,0.1405378556757997,2807.95
13-12-2022,Peggy Smith,Alan Hayes,Nissan,Altima,2018,17593,0.1253775383871463,2205.77
08-07-2022,Terry King,Christopher Washington,Chevrolet,Silverado,2021,45798,0.1034533267374927,4737.96
17-03-2023,Rachel Kramer,Mr. Kevin Duncan,Toyota,Corolla,2011,18266,0.1217099524556101,2223.15
16-12-2022,Leah Powers,Jennifer Ali,Toyota,Corolla,2014,12709,0.1397405040930152,1775.96
25-12-2022,Martin Hess,Jillian Young,Chevrolet,Silverado,2018,47391,0.080360307,3808.36
22-12-2022,Kelsey Ross,Joshua Thompson,Chevrolet,Silverado,2019,38673,0.1222299614094378,4727.0
08-03-2023,Ashley Mcgee,Wendy Sampson,Chevrolet,Silverado,2018,36634,0.1174455685525793,4302.5
13-01-2023,Victoria Baker,Lindsay Anderson,Nissan,Altima,2019,38398,0.101354712884814,3891.82
27-04-2023,Kelly Ortiz,Nicole Mcdonald,Ford,F-150,2022,48255,0.09751283,4705.48
07-03-2023,Michael Hull,Kimberly Brewer,Chevrolet,Silverado,2015,21850,0.077400942,1691.21
02-08-2022,Nancy Carr,Elizabeth Price,Chevrolet,Silverado,2013,38687,0.1169748001594694,4525.4
24-09-2022,Jeffrey Vargas,Monique Lane,Toyota,Corolla,2010,24827,0.068383596,1697.76
26-11-2022,Angela Cruz,Amanda Hudson,Toyota,Corolla,2010,22035,0.1170739923381772,2579.73
04-04-2023,Rebecca Nielsen,Meghan Knight,Nissan,Altima,2021,20180,0.1256246693109506,2535.11
01-07-2022,Lauren Anthony,Jillian Guerrero,Honda,Civic,2020,34235,0.062778526,2149.22
21-09-2022,April Mendez,Amy Pena,Nissan,Altima,2014,30552,0.081891343,2501.94
02-11-2022,Robert Griffin,Shaun Smith,Nissan,Altima,2013,23457,0.082451116,1934.06
24-03-2023,Melissa Pierce,Jamie Sanchez,Honda,Civic,2020,36005,0.082847433,2982.92
06-09-2022,Stephanie Jones,Donna Douglas,Toyota,Corolla,2022,19198,0.1191542416634299,2287.52
09-02-2023,Lindsey Winters,Candace Lynch,Ford,F-150,2022,35807,0.0598671260309426,2143.66
16-11-2022,Michael Snyder DDS,Franklin Rose,Honda,Civic,2017,30017,0.1354019098225853,4064.36
09-05-2022,Jennifer Davis,Lori Taylor,Ford,F-150,2012,15485,0.117738328781433,1823.18
26-05-2022,Thomas Cervantes,Karen Castro,Ford,F-150,2022,29110,0.1195614095288971,3480.43
10-03-2023,Phillip Smith,Jonathan Smith,Ford,F-150,2011,42254,0.10517415419331,4444.03
30-09-2022,Dr. Anthony Johnson,Mrs. Leslie Gillespie,Chevrolet,Silverado,2022,49126,0.1156005284545517,5678.99
27-02-2023,Robin Wagner,Jennifer Calhoun,Nissan,Altima,2012,31006,0.1302134344616552,4037.4
30-08-2022,Max Monroe,Kristen Hill,Nissan,Altima,2015,45891,0.073145387,3356.71
14-03-2023,William Ortega,Christopher Bright,Chevrolet,Silverado,2017,46578,0.093957892,4376.37
18-05-2022,Rachael Gray,Robert Lawson,Chevrolet,Silverado,2020,45620,0.1264122457342574,5766.93
01-04-2023,Jennifer Olson,Sandra Foster,Toyota,Corolla,2016,12677,0.1043460594642742,1322.79
16-11-2022,Matthew Henson,Virginia Bell,Toyota,Corolla,2015,35064,0.1028477671066714,3606.25
14-08-2022,Jennifer Park,Amy Duke,Ford,F-150,2012,22076,0.075448506,1665.6
19-06-2022,Michael Garcia,Michael Russell,Toyota,Corolla,2022,12610,0.1039435450930322,1310.73
07-01-2023,Rebecca Hernandez,William Jordan,Chevrolet,Silverado,2012,37022,0.059928213,2218.66
07-04-2023,Brittany Hebert,Dr. Sarah Soto,Honda,Civic,2022,26579,0.1131723497093451,3008.01
05-03-2023,Katherine Mendez,Laura Branch,Ford,F-150,2018,15565,0.1081336484340351,1683.1
05-08-2022,Anthony Maynard,Rebecca Ward,Nissan,Altima,2016,46251,0.1490378208146161,6893.15
05-04-2023,John Stone,Kathryn Thompson,Honda,Civic,2013,42881,0.092944266,3985.54
01-12-2022,Brian Hunter,Linda Hernandez,Nissan,Altima,2013,25602,0.1165722817570366,2984.48
26-12-2022,Matthew Burke,Nicholas Maynard,Ford,F-150,2015,45887,0.1320279188592571,6058.37
21-10-2022,Ronald Walker,Elijah Wilson,Ford,F-150,2018,48614,0.059346613,2885.08
19-05-2022,Bobby Morgan,Sabrina Brown,Toyota,Corolla,2015,43080,0.062724324,2702.16
06-12-2022,Lori Malone,Frances Sanchez,Honda,Civic,2019,43334,0.1127660797350365,4886.61
19-07-2022,Deborah Daniels MD,Nathan Gutierrez,Chevrolet,Silverado,2016,15943,0.065267845,1040.57
26-11-2022,Matthew Tate,Randy Lopez,Nissan,Altima,2012,13150,0.1179271967662407,1550.74
05-09-2022,Julie Wilson,Karen Mendez,Ford,F-150,2019,27320,0.1379331002917362,3768.33
10-06-2022,Caroline Diaz,Jacqueline Brady,Ford,F-150,2017,42392,0.078463601,3326.23
25-09-2022,Linda Harris,John Martin,Nissan,Altima,2021,28229,0.1323455195411502,3735.98
02-03-2023,William Cooper,Brandi Brown,Honda,Civic,2013,37817,0.099711595,3770.79
22-06-2022,Heather Diaz,Scott Coleman,Ford,F-150,2018,28471,0.069524251,1979.42
12-01-2023,Virginia Brown,Michael Daniels,Ford,F-150,2015,26086,0.1011544140340562,2638.71
10-08-2022,Elizabeth Miller,Kimberly Medina,Honda,Civic,2021,36057,0.086126829,3105.48
19-05-2022,Brian Yates,Christine Kelly,Chevrolet,Silverado,2011,20165,0.081020867,1633.79
26-01-2023,Pamela Reyes,Timothy Castillo,Toyota,Corolla,2010,32716,0.073386148,2400.9
12-02-2023,Joshua Sims,Jesse Johns,Honda,Civic,2022,47532,0.097432162,4631.15
09-04-2023,Jennifer Johnson,Brian Fields,Chevrolet,Silverado,2011,11307,0.069351924,784.16
18-11-2022,Robert Smith,Christopher Owens,Chevrolet,Silverado,2015,45314,0.0523878209502379,2373.9
23-10-2022,Jo Hernandez,Robert Mendez,Toyota,Corolla,2014,20646,0.1338196928585228,2762.84
08-01-2023,Kyle Joseph,Larry Burke,Ford,F-150,2010,13467,0.071038587,956.68
11-01-2023,Ronald Hernandez,Jenny Wilcox MD,Nissan,Altima,2011,25247,0.1425856264632985,3599.86
26-08-2022,Nicole Holloway,Erica Olson,Toyota,Corolla,2021,19417,0.074660693,1449.69
23-01-2023,Christine Maldonado,Ms. Jessica Edwards,Chevrolet,Silverado,2010,48933,0.053266805,2606.5
15-11-2022,Teresa Maldonado,Kevin Miller,Nissan,Altima,2012,17386,0.082033173,1426.23
01-09-2022,John Wells,Kelly Miles,Honda,Civic,2013,43380,0.091168108,3954.87
05-06-2022,Benjamin Rodriguez,Fred Stone,Honda,Civic,2014,20941,0.1442131644606792,3019.97
19-03-2023,Nicole Wallace,Jennifer Smith,Ford,F-150,2013,28030,0.143329107050162,4017.51
10-02-2023,Joyce Johnson,Amy Christensen,Toyota,Corolla,2016,24421,0.1434613510660343,3503.47
09-11-2022,Lori Johnson,Stephanie Diaz,Toyota,Corolla,2011,20314,0.068013185,1381.62
10-07-2022,Amy Johnson,Jose Howe,Ford,F-150,2020,30469,0.1253385954739423,3818.94
15-07-2022,Christina Allison,Arthur Hale,Ford,F-150,2015,33653,0.094678861,3186.23
05-01-2023,Jerry Martinez,Samantha Kline,Toyota,Corolla,2015,30112,0.06888189,2074.17
01-12-2022,Mary Perez,Dr. Michael Austin,Ford,F-150,2018,32451,0.07564694,2454.82
27-01-2023,Jimmy Schneider,Larry Francis,Nissan,Altima,2017,23198,0.109609546216807,2542.72
26-11-2022,Diana Hernandez,Elizabeth Baker,Ford,F-150,2018,34114,0.1406093832400244,4796.75
08-04-2023,Jason Moore,Robert Thomas,Nissan,Altima,2013,15449,0.072763873,1124.13
03-01-2023,Nathan Burns,Michelle Johnson,Ford,F-150,2012,41978,0.1325735699026176,5565.17
07-08-2022,Shelley Bird,Jacqueline Bryant,Ford,F-150,2018,44210,0.078150932,3455.05
13-02-2023,Priscilla Lopez,Carlos Price,Ford,F-150,2013,34831,0.0579933536607875,2019.97
27-02-2023,Daniel Ramos,James Torres,Ford,F-150,2013,43016,0.109276713629582,4700.65
24-07-2022,Jennifer Dougherty,Jeffrey Gonzales,Toyota,Corolla,2020,45800,0.07634085,3496.41
24-03-2023,Kathryn Boyd,Alicia Holt,Nissan,Altima,2010,15964,0.102273780012613,1632.7
25-12-2022,Angela Thompson,James Ward,Ford,F-150,2020,46751,0.1297797099586637,6067.33
04-03-2023,Shawna Rodriguez,Robin Obrien,Nissan,Altima,2013,28252,0.090647165,2560.96
15-02-2023,Jill Aguilar,Dustin Baldwin,Toyota,Corolla,2010,40260,0.1176579200986385,4736.91
01-07-2022,Thomas Lee,Jeffrey Scott,Toyota,Corolla,2010,33160,0.089938982,2982.38
26-09-2022,Kristin Gibson,Tammy Hall,Chevrolet,Silverado,2018,29388,0.070540192,2073.04
26-03-2023,Sean Vaughn,Pamela Hernandez,Honda,Civic,2020,19386,0.088301614,1711.82
25-10-2022,Bryan Miles,Philip Greer,Toyota,Corolla,2018,30511,0.1318604644786253,4023.19
11-09-2022,Patrick Moore,Billy Garcia,Ford,F-150,2018,19309,0.08579906,1656.69
27-10-2022,Sarah Ruiz,Rebecca Baker,Honda,Civic,2011,16790,0.069679081,1169.91
20-06-2022,Debra Leonard,Cory Moody,Nissan,Altima,2012,44186,0.1264535809949762,5587.48
06-07-2022,Helen Mclean,Ashley Roberts,Nissan,Altima,2020,41842,0.1064831964475617,4455.47
05-01-2023,Heidi Jones,Diana Parks,Chevrolet,Silverado,2021,43553,0.1443320450965987,6286.09
25-12-2022,Keith Moore,Clinton Stuart,Ford,F-150,2011,34633,0.1116406817585867,3866.45
04-08-2022,Shawn James,Alexandra Smith,Honda,Civic,2010,45061,0.127176596890761,5730.7
31-12-2022,Robert Howell,Lisa Ayala,Toyota,Corolla,2015,34955,0.1038080255742528,3628.61
08-11-2022,Dr. Ryan Johnson,Mr. Brian Hoffman MD,Toyota,Corolla,2018,21187,0.067530307,1430.76
31-08-2022,Veronica Parker,Derek Moreno,Toyota,Corolla,2017,49778,0.1187655784430126,5911.91
24-10-2022,Regina Rosales,Oscar Moon,Honda,Civic,2021,29007,0.052963593,1536.31
04-08-2022,Tanner Massey,Leslie Curry,Chevrolet,Silverado,2015,19434,0.086871115,1688.25
26-08-2022,Ricardo Romero,Debra Hammond,Toyota,Corolla,2013,28737,0.1272876791716228,3657.87
22-02-2023,John Jones,Stephanie Whitaker,Toyota,Corolla,2015,13236,0.115040986639583,1522.68
04-04-2023,Kurt Mueller,Dr. Robert Berger MD,Ford,F-150,2017,47034,0.078901633,3711.06
01-09-2022,Angela Horne,Mary Morris,Honda,Civic,2016,10783,0.1107066428528388,1193.75
03-06-2022,Elizabeth Brooks,Randy Rogers,Honda,Civic,2020,47249,0.1192078965584491,5632.45
26-11-2022,Mr. Don Neal DDS,Monica Murphy,Honda,Civic,2021,30332,0.093948496,2849.65
29-05-2022,Glenn Ryan,Ashley Berg,Nissan,Altima,2013,39190,0.1042692707484517,4086.31
30-06-2022,Donald Ruiz,Keith Woods,Honda,Civic,2021,10511,0.1490111208677917,1566.26
16-09-2022,Miss Meghan Williams,Diana Phillips,Honda,Civic,2021,23367,0.146968422009755,3434.21
17-02-2023,Sean Foster,Jordan Gonzalez,Ford,F-150,2021,29123,0.1053134520432377,3067.04
31-05-2022,Julie Mejia,Rachel Torres,Toyota,Corolla,2012,11066,0.1385905296248352,1533.64
08-02-2023,Kathryn Osborne,Alicia Chavez,Nissan,Altima,2017,27817,0.099931107,2779.78
22-10-2022,Julie Herring,Nicholas Larson,Chevrolet,Silverado,2018,44484,0.080089363,3562.7
23-03-2023,Crystal Adams,William Bryan,Ford,F-150,2015,24098,0.071797809,1730.18
19-11-2022,Juan Douglas,James Christian,Ford,F-150,2018,18020,0.07739639,1394.68
25-10-2022,William Lowery,Robin Sims,Honda,Civic,2017,40999,0.1391779880304596,5706.16
28-02-2023,Stephanie Lewis,Brandon Miller,Chevrolet,Silverado,2016,34348,0.1125613245385469,3866.26
21-01-2023,Anne Reyes,Bradley Williams,Chevrolet,Silverado,2019,38249,0.134027100072289,5126.4
14-06-2022,Jose Rivera,Jennifer Martin,Ford,F-150,2016,34349,0.057480208,1974.39
10-12-2022,Christopher Ramirez,Riley Davis,Nissan,Altima,2021,49056,0.086238063,4230.49
16-02-2023,Jeffery Lee,George Pearson,Chevrolet,Silverado,2021,20813,0.086829735,1807.19
28-12-2022,Gary Welch,William Small,Ford,F-150,2022,48171,0.063692881,3068.15
29-03-2023,Jennifer Ochoa,Samantha Ortega,Ford,F-150,2012,13206,0.067100791,886.13
08-04-2023,Gerald Turner,Austin Myers,Ford,F-150,2022,30330,0.063437183,1924.05
17-08-2022,Regina Reynolds,Ashley Rose,Ford,F-150,2020,47272,0.1452103028936035,6864.38
27-09-2022,Megan Curtis,Monica Williams,Chevrolet,Silverado,2017,11086,0.101508135,1125.32
25-09-2022,Brittany Wright,Nicole Miller,Honda,Civic,2021,47174,0.1411337728289488,6657.84
31-07-2022,Karina Jones,Christian Mcdonald DVM,Ford,F-150,2016,36319,0.1377209891108599,5001.89
24-08-2022,Michael Lam,Edwin Martin,Nissan,Altima,2019,42801,0.094382231,4039.65
30-04-2023,Cheryl Jones,Angela Wilson,Toyota,Corolla,2021,46857,0.054289208,2543.83
04-02-2023,Mary Fox,Luke Murray,Ford,F-150,2019,27645,0.1202089743374631,3323.18
08-01-2023,Julie Henderson,Troy Montgomery,Nissan,Altima,2011,16966,0.1166402486069542,1978.92
17-05-2022,Joseph Nguyen,William Newman,Toyota,Corolla,2020,20458,0.068555822,1402.52
08-02-2023,Tina Garcia,Paul Barrera,Chevrolet,Silverado,2011,32832,0.129950806891868,4266.54
